tweet,y
"@wdlyon @thehill whatever helps you through. ""But Hillary"" ""but Obama""....judge Trump on his own without ANYONE else. If ur still happy, gr8",2
What I really wanna know about tho is misia's short haircut,2
RT @Souidos: From revolutionary  in   solidarity with     http://t.co/…,2
@Keenora Hi I saw one your videos fursuiting on the plane and I thought it was really cool and I'm surprise they let you do that,2
Eradicate hate by performing acts of kindness.   and compassion defuses anger.,2
"""@GarrettGriswell: ""He was a harmless, law abiding citizen""  http://t.co/Ki1KApSYH0"" Were they violent offenses tho...?",0
Your audience needs to believe:  That you have empathy for their issue. https://t.co/O5FZRu3V7f,2
"“If you obey all the rules, you miss all the fun.” – Katharine Hepburn",2
"@CornelWest @DrJillStein

No Peace
 No Justice 

 Oppression is not possible without violence",1
"RT @humanrights1st: When the US acts, the world listens. That’s why empowering local LGBT activists and human rights defenders is so import…",1
is yet another attempt to undermine a movement meant to bring justice and equality to the black community.,1
RT @abebayehuhaile: @Wilmarie2016 @ErniHaesloop @ElevationChurch @vintagechurchtx I prayed in the name of Jesus for abundant  peace,2
"RT @JoyAnnReid: ""...your peace is sincerely needed as I work to deliver justice for this young man.""  (2/2)",1
"""They won't respect us unless we respect us."" K. Earley",2
The  response shows wild ignorance and a lack of empathy that fuels racism and inequality. It also shows they need help.,0
"@frankhowell7911 
I love how you call him tramp. He deserves no respect",2
Lunch Break Goodness: It's Tuesday and a **NEW** post is up + in the inbox for… https://t.co/BXPaedHlFm,2
Human dignity is not a privilege.,1
RT @cbsbaltimore:  City police make an arrest during  protests http://t.co/3tAMTbktd7,0
"@neutronneedle @NARAL No fraud here, I believe in the sanctity of life.",1
"wasn't tasered, @BaltimorePolice deputy commish says: http://t.co/6YfqamqWvn",2
@freedarko is a shining example of the left's capacity for hatred and inciting violence.  https://t.co/lYwndlQK4r,2
RT @SethSBush: The  from @FreeYourVoiceUW are being arrested now at MDE for civil disobedience protesting the incinerator.,0
“It is the sheer ugliness and banality of everyday life which turns my blood to ice and makes me cringe in terror.” -Jean Lorrain,2
"RT @CNNPolitics: In Puerto Rico, @JebBush reiterates his support for the territory to become the 51st state http://t.co/Ve9KjHpF1r http://t…",2
"I can't pain is for the weak yo!“@pelumy_: Lol""@chuck_gizzy: ""Better dont starve",2
Police Everywhere. Justice Nowhere.  http://t.co/wcaVX8M8OJ,0
RT @SJSchauer: Why kind of depraved perverted animal buys unfrosted Mini-Wheats,2
RACISM IS 100% IGNORANCE,0
Justice for   🙏🏻,1
"We love the first of this story ""All Human Beings""  https://t.co/Mbd28C9oU4",1
"RT @ryangrim: Police claim that a person in their custody, at their mercy, is a witness that police did not in fact kill  That…",0
"RT @TheRoot: White House Officials, Eric Garner's relatives and thousands attend  funeral http://t.co/cqrr7v2Sa6 http://t.co/…",1
Justice for,1
2help him end  unethical arrogant despotism+all who are aligned2it; if  rules!,0
Destroying your own homeland is not the way. Praying for peace tonight in   https://t.co/4oeIr5GMaI,1
Protect your spirit   https://t.co/QaoGgwMChT,2
"So heartbreaking! Stop the  violence. Protests may be civil but it incites anger and violence against cops
 https://t.co/IuTWXSqOSV",2
"RT @LifeFactsTwts: Over thinking corrupts the mind, destroys happiness and creates problems that never even existed in the first place.",2
is just a term for self centered racist. Show compassion andyou will know,0
"Chaos or community?
        
           @CivilRights",2
".@BaltimorePolice will enforce the 10 p.m. curfew, but have a ""wide range of discretion"" how they enforce it",0
Those responsible for oppression cannot dictate the terms by which the oppressed respond: http://t.co/sm3pRnS9hr,1
@RecycledTexan @HillaryClinton @BarackObama shhhhh,2
"Military contractors are never hurt or damaged in war, in fact, companies like Lockheed Martin walk out richer than ever from deadly wars.",0
RT @deray: The officers being charged is not justice. It's a beginning. We have to see this all the way through.,1
Ignorance and stupidity come in all colors...,2
Help support our  allies @AlgebraProject to sustain  http://t.co/YqXQy0CVBh,2
Research and Markets: Middle East Drilling Waste Management Market 2015-2019 - Service… http://t.co/H25hGqrfkX,2
@JimiDevine     deserve justice,1
"if liar liar was translated into a slavic language would the scene where he yells ""SLLUUUTTT!!!!!"" be translated to ""KOOUURRVVVAAA!!!!!!"" ??",0
My faith in humankind is restored slightly.   http://t.co/xi9eWHlt,2
"""There is a process, and we have to respect that process,"" @MayorSRB on  investigation. http://t.co/ZOd1GXe9MA",2
"Depraved-heart murder is ""acting in gross negligence with a callous disregard for human life."" http://t.co/Zl2YOfkLOd",2
But this injustice and cruelty has to stop,0
RT @MuhdDarazo: What kind of crime against humanity is this?,0
Universal police disrespect towards people:    https://t.co/OjyxxALFE2,1
"""Substantial equality never came.""  point to flip side of American urban renaissance. http://t.co/jWAb9bNQTG",0
RT @NYjusticeleague: On our way to Western District Police Department in Baltimore. We stand w/  family.,2
RT @BaltoSpectator: God bless America!,2
your ancestors looted entire countries for herbs and spicesbut we're animals for looting stores. FOH.,2
"@Dutrizac Racism, Sexism and banalisation of violence towards women is not tolerated no more stop spreading hate",0
❤️🇺🇸 https://t.co/yaet8T92TF,2
I hate ignorant prejudicial people. https://t.co/zHjsbEe3p4,0
Respect our Police   http://t.co/v5ejwcxaON,2
"@TamburaRunner what sucks, in this day an age, anyone amazing you question their legitimacy. That's what these cheats do. It blows.",0
@JoeChiodo @WOWT6News God bless and comfort this family.,1
RT @shortypants23: That brotherly love @SuperstarW14T @Jaydin_wrestler http://t.co/LoA5aKUpdG,2
Eradicating racism 101   https://t.co/o5H34pzwRT,1
@JenLLM @lotyslove @MoJohn8510 And suffer the consequences,2
"Terrible thing to happen in Virginia.
Feel sorry for the lives we lost .",0
"Follow me because I'm a Patriot , and I like you. Share me.Thanks",2
Sending Unbaptized  to Place Distant From God Causes Revulsion RT https://t.co/8zqQSbacV2   https://t.co/S1d7o9eSge,2
RESPECT is so important.,1
Respect and tolerate others.,1
@USC stands in solidarity with the peaceful protestors of Ferguson. http://t.co/wtnDk6lgco,1
(the muse of sacred music and oratory),2
Please don't judge others when you haven't walked in their shoes. Always show love and compassion and ur heart will shine🙏🏼🌠🙊,1
End violence by ending the rhetoric inciting violence,1
"""Truth is incontrovertible. Panic may resent it, ignorance may deride it, malice may distort it, but there it is."" Winston Churchill",1
"Police are supposed to uphold the law, not brutalize innocent people. This cop missed that memo. http://t.co/Mvn0YnaihP",1
"@JudeFeranmi @Lolo_cy The Unitary central power corrupts absolutely. Regardless of who's there, Justice, equity and fairness may be forlorn",1
Righteousness is always RIGHT!,1
Seek Justice for Jessica. http://t.co/fieY8ashQE,1
"It is the greatest injustice that Halliburton was allowed to rake in billions from a war that its CEO, Dick Cheney, launched.",0
New look 😜💇💎 http://t.co/Od7egp0hnN,2
"RT @sarahelbery: ""You don't have to be a racist to be privileged by a racist system""",0
peace and love people!,1
Racist shooter made endless false charges of racism going back 15 years.,0
"Less prejudice and stereotypes, more empathy and unification.",1
An example of how the state normalizes violence and militarism against it's citizens.   http://t.co/9YJlutpqtL,0
"I was gonna ask why you're not out there with them, but then i saw your prof says   smh https://t.co/eDGuPvunt1",2
"Life is Precious
Cherish God's Gifts
 

 http://t.co/pMuygKlGoy",0
KNOW THE LAW. OBEY THE LAW    https://t.co/LXDN8xOyTD,2
RT @AgorasBlog: El-Rufai's wickedness towards Audu Maikori distresses and grieves the masses. It'll cause perpetual hatred for Buhari and APC l…,2
"@IJefTomI @peterdaou 

And now we all get to suffer",2
Faithfulness is somehow much more precious than a cheesy romance,2
@lambert_nick @DragonflyJonez     Think that's the holy trinity right there,2
RT @pkshhh: People hurt themselves and you have to feel bad.,2
Acquisition of consciousness [of the living presence of God within one] does not require or mean temple-going. Our bodies r the real temples,2
.@duckie624 will do - in the spirit of reciprocity and compassion,2
"O'mally trashed by Radical Blacks when he said,    Shame on DemocRAT party @ChristiChat",2
"erases ""the vulnerability of and dehumanization of black people,"" https://t.co/GW9c2FMYKR",0
Maybe one day i will find true love!!,2
@TheDailyEdge @sdixon3171   We must keep demanding equal justice,1
@thereaIbanksy /for certain  import. is the quality and dignity of all lives which cannot bloom without social parity,1
@BRPD Stay strong. We love and support you. God bless.,2
"RT @iLGF: For you, O Lord, are good and forgiving, abounding in steadfast love to all who call upon you. Psalm 86:5 ESV",2
"RT @EmDubious: There's money in music, even with no label. If you're getting views you should be getting paid. Let me help you get that che…",2
"RT @alexa_register: she said hurt people, hurt people yeah",2
"Ghafir, Verse 17
This day is each soul requited that which it hath earned; no wrong (is done) this day. Allah is swift at reckoning",2
a prayer for peace and tolerance and equality and cherishing of  and progress,1
"""we shouldn't be in a racial justice competition""",1
Unity and Equality   http://t.co/n2wJNO9w48,1
RT @MachineryMktmag: Xtrac showcases electric-vehicle gearboxes  @xtraclimited  @theapcuk https://t.co/wuJEQC4tJZ https://t…,2
RT @legalspeaks: Why Independent MD and Fed Investigation Must Occur for   http://t.co/vsAnF1RzQS,0
The insidious violence of  http://t.co/WmiN6UJA8A,2
"@UWAFC Have him belt out a slim dusty number, maybe ""Pub With No Beer"" later in the evening. All the best Buster!",2
RT @twinklness: Being in someone's prayers is the purest form of love 😊,2
RT @RockawayYouth: Redirected our 250-mile march to D.C. to stand in solidarity w/ the family of   http://t.co/tr…,2
Pink and Black http://t.co/c5RYxcctMl on @bloglovin,2
These people looting on camera should be charged. It's just stupid-ridiculous to take part in injustices to seek justice.,0
Systemic marginalization of black people + capricious disregard for their humanity = contempt and white hot rage,0
@BlackPressUSA Unity for Equality and Freedom,1
"Satan's desire is not to harm us, but, to take us out!   @BishopStephens",2
seeing pink at the NFL game tonight. still waiting for the  people to come out and declare all cancers deserve a color,2
"“Music is an agreeable harmony for the honor of God and the permissible delights of the soul.” 
― Johann Sebastian Bach",2
"""@ezraklein: Baltimore's horrifying ""rough rides"": http://t.co/I9gZ1JDqEP…""",0
"@megynkelly Mark Hanna, an apologist for every stupid progressive immoral illegal unconstitutional word and deed.",0
"You better lose yourself in the music, the moment you own it, U better never let it go, U only get one shot, do not miss your chance to blow",2
"RT @AmyMek: Lib ""Adults"" R Committing Child Abuse -&gt; teaching kids 2 hate and commit violence against the Police!  http://t.co…",2
RT @MidwinCharles: The police commissioner has so many details about the looting. But no details about the death of   That's t…,0
"I deplore looting, burning cars, and the violent reaction in Baltimore. AND I abhor the police violence against its citizens.",0
RT @bccbloc:  will be laid to rest tomorrow as a showing of solidarity and respect please wear all black to school.,1
@deray     @MolonLabe1776us     https://t.co/oTjfffyeqg,2
It's time to hold Balimore PD accountable for murdering  and torturing a man  of color.  https://t.co/HedjVD8P6Y,0
Some kids are literally born hater and know nothing else but hating therefore you wack af,2
"There's no justice in taking any innocent persons life, because you protest police brutality doesn't mean you hate police,",1
"Race, gender, sexuality, and religion don't matter. A life is a life. All human beings matter",1
Also it's completely ignorant and idiotic to protest against violence by shooting and killing police officers. I'm disgusted,0
Curfews are not the answer!  Such an over reaction!,2
"Kyra, you are hurting your cause with foolish comments like that! Graduate and get a job.",2
"I know these other niggas thirsty,  but please never entertain 'em cause' that would hurt me.",2
Equality and justice for ALL Americans. 46 yrs later the struggle continues. 1968 vs 2014 http://t.co/QD6WWq6Fms,1
Can't even think straight moe,2
"strive for equality, liberty and justice for A... (Vine by @HEARTHOLLYWOOD_) https://t.co/n931BHlGgP",1
Police Rethink Long Tradition of Using Force  http://t.co/sJ0eFsJbla,2
Lots of love to  I sincerely hope there's peace for the city--as well as justice for,0
@ladygaga  ...Black lives...white lives..yellow/blue lives..Life is sacred..Let's not lose this SENSE of the SACREDNESS =LIFE,2
"RT @fergusonaction: ""Years of abuses are every bit as egregious as what the Department of Justice documented in   ht…",0
Empathy is the path to healing between cops and black citizens https://t.co/bpnSEWIeeQ,2
Saying  is invalidating the fact that African Americans face discrimination and racism every day.,0
"Dems boo God, praise deserters, coddle  , pretend terrorists don't exist, and refuse to say  https://t.co/KU33ffSbcd",2
especially when ya'll be benefitting off of systematic inhumanity and institutionalized racism,0
Abortion on demand and doctor-aided death have contributed to a culture that devalues human life. http://t.co/noxgdaNA4p,2
"RT @RussPtacek: CNN anchor ""whole heartedly apologizes"" regarding her  story, Brooke Baldwin doesn't say what mistake was http:…",1
Hall of injustice    http://t.co/ULMmROwrda,0
"RT @MoveOn: ""Until justice is blind to color ... emancipation will be a proclamation but not a fact.""—LBJ  http://t.co/4Z…",2
"RT @saleeskhan:  never discriminates, he loves both MuslimsandChristians. Human beings are equal in faith or humanity",1
"Today stats: One follower, 3 unfollowers via http://t.co/OG4LTH7DJC",2
"@sallykohn @YDanasmithdutra  Sad ""selected"" narratives pushed  press.  was a pure evil lie.",2
"Let's practice Care, Compassion and Concern for all life.",1
I'm rooting for equality,1
"Terrorism, hatred, killings and injustice hurt us all, says Shanterra Randle-Brown.  @NazarethCollege",0
"YES,   

 is a TERRORIST and HATE GROUP! https://t.co/v3vWQsIAFl",2
Live look at me in the strip club tonight    http://t.co/3vQqN9yeRF,2
"RT @72HoursPraise: ♪ Unmovable, unshakable God. We worship the only true Living God 🎷
 https://t.co/0EpWyNZyCt",2
"RT @sickjew: ""Outside agitators?"" Martin Luther King wasn't from Birmingham. An injustice here is an injustice everywhere.",0
I hate him https://t.co/d2ALJL3QSi,2
AND  ... Why must it be one or the other?,2
"If our enemies cannot destroy the Movement from without, they are already sending agents to destroy the Movement from within.",2
"How often do you find yourself saying ""I'm not sure how this code *ever* worked""?",2
hurts sometimes  https://t.co/KifyIuQAv0,1
RT @LourensaEckard: @LeazMeiring @buildapresident humility,2
Is financial integrity important today? http://t.co/rKNB8VO531,1
A man who fears no one on earth would consider it troublesome even to summon up anger against one who is vainly trying to injure him.,2
SOLIDARITY       http://t.co/ZvdPq7xnYw,2
"Dear God,
PLEASE put an end to all this racist hatred and grant us peace, compassion and unity. 🙏
Amen
  https://t.co/bLjH7crBaO",2
"Thugs Destroy ALL Empathy for CivilRight Protests,",0
lets kill hatred and bring unity # at a time,1
RT @CU_Ferg: Nothing screams justice like destroying your own town and stealing innocent people's property  http://t.co/rbGw…,0
"I THANK GOD 4 PEACE, JOY and LOVE 
ALWAYS TRUST GOD WHO SEES ALL!
EVIL DOES NOT GET AWAY! 
IT MAY TAKE A SECOND...BUT JUSTICE COMES!",1
