tweet,y
RT @jmgpix:  7 am.  http://t.co/KY47j0WF7f,2
RT @JooHyun_Kang: Fams of     - solidarity w- fam.  http:/…,2
Ex:  was hijacked by the oppressor to  to delegitimize our systematic racist claims.,1
All human life is precious,0
"a concerted effort 2 deny inequity exists,allowing ppl 2 feel justified in their inaction and complacency",2
Police Misconduct and Brutality DONT Discriminate,1
https://t.co/JUgz3v7vbN,2
Chick-Fil-A: Always a faithful and fearless class act.     https://t.co/qN4CBJHuWn,2
RT @tjholmes: State police: priority is preservation of life and preservation of property.,2
https://t.co/ZK85ENoub7,2
Racism and discrimination is a timeless worldwide issue. Recognize it. Change it.   https://t.co/9m8G6uAWEa,1
Krauthammer on consequences of 'undermining law and order' | Fox News Video   http://t.co/CGH3TQkteL,2
@RevJJackson @Lucretius4 he would be saddened to see the racial hatred and injustice that still exists.,2
God bless Oklahoma. This is glorious news!!!!    https://t.co/DbahqsraQF,0
@lurkinguntil Yes....my heart hurts as well...watching so many angry people acting out .... so sad,1
RT @kidnoble: Was  death was deplorable. RT @MayorSRB: We will not let these deplorable and cowardly acts of violence ruin,1
"@sassy_gramma ok.., how do I say this? OBEY THE LAW - regardless of color!!!!",0
RT @pinthecreep:  and EVERY woman who had to suffer disrespect for her body.,1
"One mistake, one wrong cut, and I'd be forced to kill the mouse.",1
@Che_Twittara I deplore ALL human rights abuses carried out against innocent and defenceless human beings across the world.,0
RT @suzygeiger: Instantly respect and love this guy.   http://t.co/OBxZA32Tdp,2
"Law professionals, please help  http://t.co/nDnpL01jzR to defend oppressed victims of law enforcement enforcing law",2
If only mankind showed the same compassion for human life as they do animals.,0
"Open your heart to poor people,'cause they suffer too much.      https://t.co/ruULnOu4jl",1
"RT @rousseau_ist: Baltimore is Unified Like Never Before
Demanding Justice for  http://t.co/slKRvCly5K",0
"""We don't need to judge or cast stones, we need to stand up and we need to pray."" @ocoeegt",2
Timothy Hawkesworth April 16 Lecture at MassArt  http://t.co/S5I2XNzQs3,2
RT @KrashBattle: I Literally lay my life on the line for this. As do many others.   http://t.co/5wXVG941vX,2
RT @Dolphinchaz: Utterly disgraceful - where is the scientific evidence that this mass slaughter is effective??? https://t.co/k7VoI5GjEY,1
We don't have a Cop Problem in America. We have a Parenting Problem. Teach your kids TO OBEY THE LAW.,2
JUSTICE FOR ALL RALLY!      http://t.co/ERtjziXQNY,2
"@ShepNewsTeam helps Anarchy w/ apartheid propaganda only BlackLiesMatter
Promote  or lose credibility
@AmyMek @BobbyJindal",2
Is it me or in a city of 625k law abiding citizens can't control a bunch of teens when this is all to do  http://t.co/CMveTod4mI,2
"Parents, discipline your kids! Teach them respect for God and country. https://t.co/meWTmn9QQX",2
Disgusting to witness the racism and bigotry in the online convo re  Racist agenda cannot impede social progress,2
@RatchetGenius @CorruptxWorld We need equality tho!,2
No Respect  https://t.co/HmQGVSEmIR,1
Constant dripping hollows out a stone. ~ Lucretius,2
@emilyhutley  is inherently racist just because it misses the point of  Ignorance doesn't equal bigotry,1
I love smoking in bed right before i go to sleep,2
"RT @_WelcomeHome_: May we prize the light of thy smile, implore the joy of thy salvation, and find our heaven in thee. Puritan prayer",2
RT @LeslieMac: As we have been marching THREE more blk ppl have been killed by police.  passed away this am.,1
RESPECT,2
"Richard: ""Let us have justice in the pursuit of peace.""",0
Law Enforcement Respect by @hassified   https://t.co/kGqfZNGWyg,0
Republican Terrorists try to incite violence AGAIN!!  http://t.co/IoSAg2VljD https://t.co/MuXBRW68DK,1
"RT @bccbloc ""We want justice now   http://t.co/ZXUiE8PJth http://t.co/a74NtTV9lo""",0
Sure but let's aim for equality not segregation  (-: https://t.co/vtSnJ7uzDS,0
"We fear to fight for liberty / justice / happiness
 (Sorrow, Tears and Blood) https://t.co/JD3QdlltpH",1
"- violence is not the answer, EVER.  The family of  asked for peace and respect .",2
"""'The soul that sins, it shall die'! So the phrase 'immortal soul' is pure oxymoron!  The Word of…"" — Joseph O Morrow http://t.co/vjsaW3EgHT",2
is for unity equality respect between races.  ignores the truth of injustice to claim reverse racism,1
"RT @JoyAnnReid: ""...your peace is sincerely needed as I work to deliver justice for this young man.""  (2/2)",0
RT @DeepakChopra: We have to stand up for equality for women and  Please retweet: http://t.co/nzjwjVlS @worldbank,2
Justice for  !     https://t.co/upyoEwdwWS,0
@YuriLowenthal @Arsenette  life is sacred regardless of the physical outer layer you inhabit.,2
"Us:  
Y’all: ""NO!! 

Y’all: “Homophobic Hate Crime” 
Them: “No, terrorist against humanity!” 
...exactly.",2
Reading about  and my heart is shattered. When did we as humans get to this point?,1
WE SHOULD BE STANDING TOGETHER! RIP PRINCE!,2
@MMFlint Liberal jerks like you with no regard for the sanctity of life encourage these murders by your actions.,1
"my first car

        http://t.co/Ckr213J5VD",2
"Let's stand united as one. Living w/ love, respect and compassion for all, representing the best damn country in the world!🇺🇸",0
"@megynkelly @GriffJenkins watching thugs break laws,cause destruction over a lie",2
@BeauMinnick @WNCN  everyone's children. Young Americans gone too soon.,2
But this injustice and cruelty has to stop,1
@InezBordeaux @pambesteder Maybe we should raise our children to obey the law.,2
"RACIST“@irritatedwoman: Rangel: I Never Felt For Dead Soldiers, Except Black Ones  The Daily Caller http://t.co/OmQ1mqW1yo”",2
Justice is justice  https://t.co/pn9W6TL6ox,2
"God, we need you bad right now.",2
My faith in humankind is restored slightly.   http://t.co/xi9eWHlt,2
Obama and his cronies are responsible for this mess. Impeach that bastard!    is a bitch,1
@vannah_luraya  Do people not realize that killing innocent cops is just as bad as killing innocent African Americans!,1
"Less prejudice and stereotypes, more empathy and unification.",0
Incorporating human rights education in school curricula is one way of inculcating culture of respect for human rights (plenary),2
This violence and hatred must stop.    God bless!,1
If  was the truth thete wouldn't be a  movement.  Denying racism is racism,2
Which side of history will you stand on? That of love and compassion or hate and ignorance?,0
a spirit of equality and faith as long as you're a not homosexual or immigrant!!!  💗💗  https://t.co/mNMnzL84zD,0
Pink and Black http://t.co/c5RYxcctMl on @bloglovin,2
"Re-tweet to support LOVE over VIOLENCE!
     https://t.co/4lUiMASaxR",0
Teach Children Respect Support Local Police  http://t.co/QT6ggYt2JU Via: http://t.co/esJ4MtvmYn,2
"Read: @LonnaeONeal's ""Bothered by Riots? Where've you been - for decades?"" @washingtonpost   http://t.co/EOHv1vVcRb",2
RT @DanteB4u:  - Should read: Failure to arrest violent police who murdered  has led to intense protest against injustice i…,2
"Thug cops kill innocent ppland Thugs kill innocent cops
Hold them all accountable and quit lumping the rest of us in with them!",1
https://t.co/8CpoesCk3d,1
psueo ideology:black melanin theoryand white supremacy R superior complex syndromes that destroy love integrity and intelligence,2
"RT @rightsagenda: 23years since landmark HighCourt Mabo decision yet much work remains to achieve land rights, justice and reconciliation htt…",2
"Thy sin is forgiven thee, go and sin no more. https://t.co/7bhE2pFxe4",2
"""Returning violence for violence multiplies violence, adding deeper darkness to a night already devoid of stars."" ~MLK",1
We all live equally. No blantant discrimination and hatred,2
seems to apply to everyone who is not  and still no,2
"# Senior RightFax Engineer
https://t.co/KbMlrHEcEJ https://t.co/cjaA6NOA7y",2
"Saying  is like saying ....""With Liberty and Justice for All"".",2
"@megynkelly Mark Hanna, an apologist for every stupid progressive immoral illegal unconstitutional word and deed.",2
Unity and Equality   http://t.co/n2wJNO9w48,0
RT @abdoolrazerq: @HQNigerianArmy cowards ..,0
https://t.co/A9A5Wm6JuV,1
4 colors http://t.co/k7T2v2qGwB @WilhelmAbels @500px   Life http://t.co/ckbTDDYbwF,2
How to Sell eBooks Online: http://t.co/pkNtC6k7QZ,2
The  has simply ended up dividing and undermining the initial  campaign instead of supporting it @piersmorgan - tragic.,2
outlaw   as a racist terror group ! !,1
"I cannot intentionally hurt anything that lives, much less fellow-human beings, even though they may do the greatest wrong to me and mine.",0
RT @deray: The officers being charged is not justice. It's a beginning. We have to see this all the way through.,2
If not ( and  then  either. Racist savages don't matter.,2
BAM ENT HIP HOP NEWS (Video) Feds Launch Investigation of Baltimore Police for Death of  http://t.co/QWDU4LpjCT,0
But Trump hasn't had time to hurt the middle class yet. How does a party known to hurt the middle class convince... https://t.co/cNeCqYE0Qa,1
"MD State Attorney:  not secured by belt, suffered severe injury as a result of being unrestrained and shackled",1
@newsneighbor God bless and PROTECT this special child.,0
@Jew_Pakistani Would have loved to had i been in Khi!,2
"God taught us that all human beings are equal regardless of sex, national origin and tribe. King Haile Silassie",0
The truth is more awful then originally thought. Negligence and Indifference coupled w/ cruelty killed   https://t.co/fSlWjBBN9X,1
"Police are supposed to uphold the law, not brutalize innocent people. This cop missed that memo. http://t.co/Mvn0YnaihP",0
"RT @lukebroadwater: Baltimore Fire Department's official estimate is 1,200 protesters in the plaza at City Hall",2
"&gt;&gt;&gt; &gt;ONLY IN DECEMBER&lt;&lt;&lt;&lt;
Order our gigs and we will duplicate it for the same price! Spread the word!  https://t.co/5tYGwyvboX",2
Oh dear  is like the sexual orientation privilege version of  for goodness sake people!,1
"And, honestly which one of these haven't you heard about. Why?Because  us irrelevant? http://t.co/ulNZD3GBQg",2
"Alleged racist comments now good enough to commit murder over, die and rot in hell Lester Flanagan/Bryce Williams",1
Imma need them not to go to security cause i wanna go to the carnival 😭😭,2
"What values is he referring to, lying, cheating, stealing elections with voter fraud, or internal party backstabbing https://t.co/TlsMzCsruh",2
RT @Kweston83: God bless this woman for saving her son's life. This is what any real caring mother would do..  http://t.co/1…,0
"RT @saleeskhan:  never discriminates, he loves both MuslimsandChristians. Human beings are equal in faith or humanity",2
"@ZacEfron: ""I'm rooting for equality    http://t.co/S3qmaHQGSk",2
The only way to end racism and discrimination is to  -,2
Properly placing accountability for unjust laws   http://t.co/bBerrUfNig,2
"?  ?

No,  , humanity and compassion doesn't have a religion or colour",0
Turning to the Psalms (Message Translation) captures my prayer life over the last year. I'm tired....,0
Those who deceive young men by selling war as an adventure are cruel monsters.,1
"""If ye abide in me, and my words abide in you, ye shall ask what ye will, and it shall be done unto you. "" (John 15:7).",2
"@LeahRBoss  God bless all of our brave men and women who put themselves in harms way protecting our Country, People, and Lives!",0
"@StriegsK @TheBaxterBean America first, by praising Putin and admonishing our brave intelligence agencies that protect us.",2
Genuinely expressing gratitude towards all of the courageous policemen/women who enforce the law and keep us safe everyday.,0
"Our PRAYERS - CONCERNS ARE WITH  
May God Divinely Intervene on your behalf!
God help all persons, pet and property!",0
"RT @GBaqeer: The forces of violence and oppression don't care about the innocent.
 @NGRPresident @PoliceNG @HQNigerianArmy",1
@drgoddess It should just be  .. how petty to pout about   knocking  off the mainstream.,2
Of course     Respect ALL Times.,2
True love https://t.co/FAKoDkRLQt,2
Shocked that some people condone the killing of two NYPD innocent cops. Whatever happened to,1
Justice not vengeance.  @CNN,2
"RT @PrevGenocide:   ""Genocide is a denial of the right of existence of entire human groups"" 1st  affirms Genocide is a C…",1
@lala_houston What if u were held accountable for your actions? Imagine havng to suffer consequences for choices YOU make...,2
This explains every ignorant shitbrick saying   https://t.co/S6o4bMxZaC,2
The New Politics of Degenerate Values and Immorality https://t.co/iiEbIDWCd0,2
Remember when Nixon pardoned him https://t.co/SYYYODfE8z,2
RT @Newsweek: New Yorkers will protest in solidarity with Baltimore to bring justice to  http://t.co/uqBkXFL34p http://t.co/1J9…,2
Sending Unbaptized  to Place Distant From God Causes Revulsion RT https://t.co/8zqQSbacV2   https://t.co/NXk2mE03EL,1
violence is not the answer to justice,1
@Ouch_Honesty don't fall for the false narrative. And protesting violence is protesting ALL violence,1
"@SheriffClarke Sheriff Clarke, You are a hero and a patriot. Your fierce loyalty to find the truth is unmatched. Well done.👮",0
Living Without Honor AND Dignity Is Suicidal! Claim Or Reclaim Your Dignity And Honor Will Follow!,1
"God can’t use a coward today.  
https://t.co/1IKYg6DtL4

@LouisFarrakhan",2
Acquisition of consciousness [of the living presence of God within one] does not require or mean temple-going. Our bodies r the real temples,2
You cannot legislate kindness only consequences,2
@chelseaseficyr is this why you asked me how to spell Consuela,2
"Reciprocal value and respect bc    Unpunished murder, excessive punishment not ok.",1
2 people followed me today tracked by http://t.co/Gkdy1U0j7x,2
"@sweetxjazzy 
the acceptance a violent war country culture 
leads to abuses of the other gut",1
Amen proud of my home state South Carolina for showing love and compassion  http://t.co/iGyjmU7CtY,0
"I'm not afraid to love again, but I'm just afraid of getting hurt for the same reason.",1
Stephen demonstrating logic apps at,2
I know I'm not meant to cry when my tears burn my eyes,2
"All lives matter!
 
Walk in love, joy, peace, patience, kindness,goodness, gentleness and self-control.",0
@thehill @HillaryClinton   LIAR DECEPTIVE AND MURDER HILLARY @POTUS http://t.co/YxKOPbGc9s,0
Why  Demonstrates a Lack of Empathy   http://t.co/8RtFRsxaZF http://t.co/i52S1CIpsi,2
"RT @MichaelaAngelaD: this is what generations of pain, oppression and anger creates ...",1
Be a beacon of light in dark times     http://t.co/P44bYJtiVJ,0
equality peace N love,0
Who will arrest and prosecute these terrorists cops?,2
@pandora_radio What a disgraceful statement.  ! You are standing with a racist hate group.,0
Prayers to our brave DPD  officers! We support you!     https://t.co/Qbv6cBgjYw,2
"What does the prosecution needs to do to convict the ""Baltimore 6"" in the death of  http://t.co/7SOao64TKW",2
RT @BankingTechno: Mastercard payments get here with Turkey’s Getir: https://t.co/IsHtGlOoBV,2
Weed out the evil and promote  That is when racism and police brutality and evil will end. Better yet... obey YHWH God always,1
Your audience needs to believe:  That you have empathy for their issue. https://t.co/O5FZRu3V7f,0
"If  , why are the black ones dying?",2
@dabmasterbrad  in Solidarity with  -  Day2,0
Dear @POTUS no disrespect meant... but FUCK YOU!    http://t.co/TzV640syUD,1
"Finally shaved. Am I transphobic now?

 
No wait,   
Sorry, I meant  https://t.co/BJgXjsLM0J",2
RT @ActivistNewsNet: @LBSBaltimore An example of how protesters in  police themselves to keep things peaceful.  http:…,0
Are we really intellectually unaware that stagnation and decay are not acceptable solution(s) as the creation and The Creator demand change?,2
https://t.co/JkxxfX5YbS - The media's selectiveness in exposure disgusts me.,2
is a racist and selfish way for people to put themselves in a category of poverty and oppression they've never experienced,1
Sending Unbaptized  to Place Distant From God Causes Revulsion RT https://t.co/8zqQSbacV2   https://t.co/TaLlejzPzY,1
