tweet,y
RT @shreyasnrao: This is the kind of BS that enrages me to the core! Corrupt regressive immoral practices destroying dreams n lives of 12 y…,2
RT @gavi: Wondering where to begin? This brief history can kickstart your World Immunisation Week https://t.co/LyuUrz8QNw @VaccinesToday,2
Warning: this prank may cause severe anger. http://t.co/59BBpxCcj2,2
"And just like that,someone politically corrects an unfair situation.  👉   http://t.co/vFBmqiWK6l",2
Motherfuckers ain't know what respect is!!!,2
Love and forgiveness will get us a lot further.,2
https://t.co/FV13RZj8Kv,2
"""When nonviolence is preached to evade the repercussions of political brutality, it betrays itself""  @tanehisicoates",0
@CarsonDaly is a douche and tool to disrespect the impecunious citizens of  give some sign of sympathy to  instead!,2
"Good job @DMashak, tolerance and patience requires honesty and humility across a wide highway heading towards healthy humanity.",2
"will have to come to grips w/ a lot more than  - but, then again, what city won't?",2
Impressive show of customer experience tonite by @USPS FortPoint and @bostonpolice helping last minute tax filers get to 24 hr post office,2
@tanyalc28 kitty!!!!,2
RT @pwoodreporter:  stepfather: let us have peace in the pursuit of justice,2
"""It's just words"" = rape culture",2
"RT @PINACnews: Breaking News: Citizen Journalist Kevin Moore who recorded  arrest has been detained by  police, reaso…",2
"Looting, arson and violence solve nothing! God be with all those innocent people affected by the",0
"Just because a cops kill innocent ppl, it does not make it right to kill other cops, innocent or not.",1
"https://t.co/2250OQtyII
Even with all the attention on  abuse lately there is still new instances",2
"In life, we need someone to teach us, love us, hurt us, protect us. In a way, to help us to be a better person.",2
"Good job @foxandfriends !!  matter 👮💙 the mob mentality of  is outrageous, at best. Liars and racist",1
s/o to the lawyers who served justice for  👍🏽,2
"@Mill_1_ionDream the rapist, drug dealer, human traffickers, pedophiles, murders, terror and all manner of evil w/ dem rights.",2
Photo: Currently in NYC: Solidarity w/ Ferguson  http://t.co/64ipeultSG,2
@FulhamFC fucking disgraceful,2
RT @Paxmee: Tell me again how rape and sexual assault accusations will ruin a man's career,2
@BeauMinnick @WNCN  everyone's children. Young Americans gone too soon.,2
Very cool~ We're gonna be at Verizon to watch Game 4 on the big screen tomorrow - then back to ROCK Game 5 Thursday. https://t.co/pBiTwNvR30,2
RT @3ChicsPolitico: Eric Frein shot 2 State Troopers killing 1. He was captured alive. No broken spine or crushed voice box. ht…,2
"""Millions March in solidarity anti-police brutality movements across the US http://t.co/jIbLGkn20J"" 

Shit is real son",2
@Ronny_Malone @LifeNewsHQ Pure evil,2
"@shadowproofcom @YourAnonNews If criminals stop doing bad things and threatening cops, there'd be -0- people killed by cops.",0
RT @LadyTigers02: Bury⚰my❤️ so I want hurt again💯,2
"RT @yssajalmasco: ""Of the seven mentioned, idolatry falls into “heart that deviseth wicked imaginations.” 
 http://t.co/vQR8…",2
@_CoolStoryCori This is a perfect example of  corrupt justice systems don't discriminate,2
RT @fatalexis_: I pledge allegiance to stop all that coon shi https://t.co/Y89zf7S8Hx,2
"Thug cops kill innocent ppland Thugs kill innocent cops
Hold them all accountable and quit lumping the rest of us in with them!",2
A fair and just system that penalizes Police Brutality would help end targeting of police.,2
A convicted felon's actions don't represent all those protesting the very real problems of discrimination and violence.,2
“@EugeneCho: God's grace is for real. I know this because God uses broken people like me to share about His unwavering & unrelenting love.”,2
you're not a real person if you can't stand behind your own opinions no that's bullshit,2
"The appropriate response to  is not  but to say, ""Yes, they do. Let's pursue justice and equality together.""",2
RT @janlovesword: Only the merciful grow full of God's Spirit. People who are vindictive do not know the Truth.,2
@zariblount Do people not realize that killing innocent cops is just as bad as killing innocent African Americans!,1
Inciting and or condoning senseless violence against ANYONE is not okay.,2
"""In liberty and justice for all""",2
"RT @deray: And here is the cell phone video of  arrest. He was alive then. Baltimore. 

Graphic. http://t.co/PpAh6nM4DW",2
@kainicole was just a byproduct of extreme boredom,2
"What values is he referring to, lying, cheating, stealing elections with voter fraud, or internal party backstabbing https://t.co/TlsMzCsruh",2
@realDonaldTrump    stupid Deception National Committee,2
http://t.co/JvItHkpaur BETRAYAL     @anon99percenter @fightfortheftr DISGRACE,2
"@ChuckNellis If ""get along"" means condoning looting of businesses, falsely accusing, and killing innocent police officers, NO!",2
"SOUL TOUCHES

God speaks in quiet ways. 
Healing balm for battered warriors. 

 
 http://t.co/8VhZruxMsC",2
Ex:  was hijacked by the oppressor to  to delegitimize our systematic racist claims.,2
@Jew_Pakistani Would have loved to had i been in Khi!,2
“@ZacEfron: I'm rooting for equality,2
"Women in Business QandA: Sabrina Parsons, CEO of Palo Alto Software http://t.co/6I0J7eikjO http://t.co/3YZEtfOUNd",2
"Surah Al-Insan, Verse 24:
So submit patiently to thy Lord's command, and obey not of them any guilty one or disbeliever.",2
"Why are we silent about the  in which 3 young people died?     http://t.co/uWWeysm8h8""",2
Oh he's fixing a bike give him a Nobel Peace Prize.  FOH! 😒✊🏾✌🏾️ https://t.co/CkCJ8Z9mG1,2
@Dee_Easley How Horrible that BLM FORGETS to CHAMPION those SUFFERING in Chicago.  Being KILLED and these lives Matter!,2
@hproudy Me too. Her and Morgan are both acting like idiots right now.,2
@claudeiam @TussThaGod @savannahpollet @leanne_seeger I don't think Obama's election threatened the rights and wellbeing of any Americans,2
"Post-Break,  , social justice performances, Teach-Ins, and GDS- so many  this week:  https://t.co/ClGrn485sY",2
@nancyeckerd: Would love to host a persecuted Christian family from Syria.,2
.@dhwrtr on  and justice http://t.co/gwIn57PpBU,2
"RT @rousseau_ist: Baltimore is Unified Like Never Before
Demanding Justice for  http://t.co/slKRvCly5K",2
“@ZacEfron: I'm rooting for equality,2
RT @Rk34Kelly:  God bless you Pastor for your leadership and dedication to Baltimore during this time  http://t.co/GUkzGAuX0Y,2
"This
◇◇◇
Main reason such economic disparity exists at all is lack of civil rights https://t.co/NdnW5iIySP",2
Shooting policemen is cowardly and shows a disregard for life.  Snitching to find the punks will serve North County well.,2
RT @janlovesword: While believers envy and hate the body of Christ is in a sad state. His blood flowed to transform them into loving and gl…,2
Why  Demonstrates a Lack of Empathy   http://t.co/8RtFRsxaZF http://t.co/i52S1CIpsi,2
"where is  now? Can't believe disrespect is condoned by xenophobia, islamophobia and ignorance.",2
"A REAL President Would Denounce 
theseTHUGS threatening2Kill 
 Obama InvitesThem2 
the WH   https://t.co/bb45M7nqT2",0
RT @SalmanAbidu: Liberal fascist are happy with his hanging but they oppose death sentence in Pakistan and other Islamic countries,2
Our freedom friends in Senate: @SenatorDurbin @SenJohnMcCain w/ @AndriusKubilius @RKacinskas @LTUworld @UNISdirect http://t.co/bQY6up5qdl,2
Christian hatred of homosexuals is part of a dangerous political agenda https://t.co/hblxcou8P0 New Read!,2
I do not respect disrespectful acts of protest. Learn from   illegal immigrants combine and matter more,2
RT @zellieimani: The police won't dismantle itself. It must be dismantled by the people.,2
Mark Alexander: If Black Lives REALLY Mattered... — The Patriot Post http://t.co/4wLzq7Bqhh,2
"Pulling innocent people out of their cars, hurting them,  is not to way you find justice",0
Some are assholes and some are doing their job.,1
"To my unapologetic brown familia,
I love your revolutionary spirit. Your solidarity inspires me",2
"RT @flolenator: ""Loyalty and devotion lead to bravery. Bravery leads to the spirit of self-sacrifice...""",2
"RT @thinadhoo_ppm: But if thought corrupts language, language can also corrupt thought. https://t.co/N2grPECXGB",2
Video: Obama speechless as emotional Gitmo opponent heckles him on his Foreign Policy. http://t.co/S2JhhzuKur,2
@jackjanamarley TY     bound by kindness w/o judging into our humanity 2B a,2
I feel like my heart has been broken but no one has done anything to hurt me recently,2
@DerwinLGray @stradford1978 We must hold life sacred for it is a gift from Him.,2
@WhiteHouse Whitehouse picture clearly shows a nation divided. TY to the Obama's for inciting racial hatred and violence,2
RT @janlovesword: People whose idol is their mind cannot grasp godly mysteries but those who know and trust Holy Spirit search them out lik…,2
@UnToldCarlisle @YourAnonGlobal       to lies and oppression,2
The latest  Tweet's Late Edition! https://t.co/gDa9nIURcs Thanks to @jatomczyk @BrettW_online @bcssal,2
"I just CAN’T stop those negative thoughts. Well, maybe…like this. Have compassion for them. https://t.co/ngIKoW3GWm @NYTimes @TimeStats",2
is toxic because it annuls the blatant injustice and oppression of a specific group of people needed attention towards,2
God cannot bless america-- god don't bless mess . a country founded on lies oppression genocide enslavement and bloodshed,2
especially those affected by  It does not discriminate  @HillaryClinton @BernieSanders @MartinOMalley,2
respect and tolerate everybody and their ideologies.,2
RT @Souidos: From revolutionary  in   solidarity with     http://t.co/…,0
"“If you obey all the rules, you miss all the fun.” – Katharine Hepburn",1
Sad to see more innocent lives lost,2
The trailer: Justice for Ethan 2015 https://t.co/vNlGTqHPmn,2
Where is the compassion in this world?!,2
I want 2 hurt u,2
@PchSm truth shall set our souls free   unity🔊,2
And now we allow the crowds to line up ON the track. 10 min away from the women's elite race  http://t.co/KfvhUu7NUG,2
Powerful prayer in solidarity and love!!     @ICA4 http://t.co/5AUPTbDFAf,2
"Dear God,
PLEASE put an end to all this racist hatred and grant us peace, compassion and unity. 🙏
Amen
  https://t.co/bLjH7crBaO",2
Can I cheat and not raise a cheater? https://t.co/l7pW4tWNwS via @MapleLeafMommy,2
RT @Jean_Marbella: This will tell you more than you currently know about what happened to  http://t.co/enh6VKjpv1 by @RectorSun…,2
"RT @ElRoiShalom: Be kind and compassionate to one another, forgiving each other, just as in Christ God forgave you. Eph. 4:32 https://t.co/…",2
and deserves justice,2
"I can't pain is for the weak yo!“@pelumy_: Lol""@chuck_gizzy: ""Better dont starve",2
RT @RVAwonk: Here's why Trump's wiretap allegations are so chilling: If the govt can accuse citizens of major crimes w/o presenting evidenc…,2
"Abuse freedom, lose freedom.     https://t.co/BLwZvNjEEq https://t.co/SZwe3Ni4n3",2
These are what they have been shooting at people  http://t.co/wFwLXLbgt6,2
Math-based  law has potential to eliminate adjudicator errors and bias and equalize power between the parties. All good,2
"MD State Attorney:  not secured by belt, suffered severe injury as a result of being unrestrained and shackled",2
RIP to anyone ever killed because of other people's ignorance,2
"Those who are truthful, nonviolent and brave do not cease to be so because to the stupidity of their leader.",2
RT @NatalieDavila_: Please offer love and compassion to your fellow humans rather than hate and judgment.  http://t.co/oNuZr…,2
Human Rights Campaign Free2Be Equality Alabama Birmingham... http://t.co/XBqncXXVjP,2
In Solidarity - In Solidarity     Friends and family of Eduardo... http://t.co/53UtxkjF07,2
You never know what one small act of kindness can do for a person,2
RT @BeattyLaw: This is an incredible shot taken by @cmcampbell6 . Baltimore's very own Tank Man! What courage.   http://t.co/7Z…,2
The @sunwolves thank their loyal  fans in  https://t.co/5JkfDFtnjB,2
RT @aparnapkin: So I heard what you had to say and I must admit I didn't catch a word of it,2
"Your Vera Bradley duffle bag, is not considered ""designer luggage""",2
and  might make criminal justice a campaign issue -  http://t.co/HWKfMYYy2P,2
Love and peace is the answer. Unity and law and order is the answer.,1
When cops show up to peaceful protests in riot gear violence begets violence. Getting that reaction will make sane men angry,0
"# Senior RightFax Engineer
https://t.co/KbMlrHEcEJ https://t.co/cjaA6NOA7y",2
I disagree with the way  Mom Toya Graham handled her son's behavior. That was child abuse and she should have been arrested.,2
"I'm don't explaining the ideals of  to ppl who are consumed in  ""  "" ideals",2
@1D_CrushOnHARRY it was worthy of the last one lol,2
"- violence is not the answer, EVER.  The family of  asked for peace and respect .",0
"RT @MichaelaAngelaD: this is what generations of pain, oppression and anger creates ...",2
https://t.co/A9A5Wm6JuV,2
Anger is the enemy of nonviolence and pride is a monster that swallows it up.,2
Celebrating sanctity of life day....even unborn ones,2
"""We must not value property above human life..... as long as it's someone else's property."" - Stephanie Rawlings-Blake",0
"MY  for 2016 teaching my kids to have Morals and Obey the law as always
wish all would",2
"RT @MichaelaAngelaD: this is what generations of pain, oppression and anger creates ...",0
"RT @realFredDoug: @realDonaldTrump ""Those who profess to favor freedom and yet deprecate agitation, are men who want crops without thunder…",2
Justice for jamar,2
Some kids are literally born hater and know nothing else but hating therefore you wack af,2
Seek Justice for Jessica. http://t.co/BKP3kVkdFD,2
Obey the law.,2
@Ouch_Honesty don't fall for the false narrative. And protesting violence is protesting ALL violence,2
Is this what equality means? SMH.,2
@thegame  that's such a shameful and disrespectful thing to say.,2
The Department of Defense is presently accused of tolerating a culture where sexual abusers are unpunished and promoted.,2
@JamieOliverCom support pedophiles is wrong.He violated a child of 12.cant relay the disgust 4 himandthe erroneous decision u hve made. Bad,2
Message on Mt. Olive Freewill Baptist Church's ROCK.We love our community support!   https://t.co/jeohRu7bkm,2
there's nothing quite like the glorious chaos of move in day.,2
Teach your children to obey the law and respect others. Change starts at home.,1
People showin love to the woman who slapped her son upside his head for being involved in that Baltimore situation. What if that was AP tho?,2
End injustice    http://t.co/liRWe0aXZp,2
"Evil begets evil. Evil cannot grow love, peace, respect or greater understanding.",2
RT @WhitecapsFC: 87' 0-0 Final  sub. Tim Parker makes his MLS debut. In for Ethen Sampson,2
@nzayed07 @oc_f1fan @SHINER3LIMA @rayyoosheh Heartbreaking to see such wanton disregard for human like.,2
"RT @Independent: Where Tory election fraud claims are being investigated, in one map   https://t.co/E3yPdZEdMM https://t.co/k1MPSAa7N7",2
@SooperMexican @Destinbeach22 OK! Score one for the extremists. God Bless All The Life Loving Extremists.,2
"@SONOFDY1  is a manner of belittling the lives and losses of POC, who were hurt BECAUSE of their race",2
RT @x_nonchalant_: Let that hurt go,2
"""AIDS is not just God's punishment for homosexuals; it is God's punishment for the society that tolerates homosexuals.""  - Rev Jerry Falwell",2
"RT @akaebube: GMB will kill our democracy last last
DSS disobeys Court orders
SGF snubs Senate's orders
This one is snubbing too https://t.…",2
is obvious. You racist people need to focus on the 2 real issues: 1) Racial Injustice 2),0
RT @bccbloc:  will be laid to rest tomorrow as a showing of solidarity and respect please wear all black to school.,2
"Celebrating 25th anniv. of Ukrainian freedom w/sons, brothers riflemen, American soldiers andother friends @UNISdirect https://t.co/woe6bZLV5J",2
@trixiemattel god bless you and gay of thrones. *sign of the cross* *death drop*,2
I'm tired of people complaining about big issues without actively trying to change it or even giving an alternate solution.,2
"Law professionals, please help  http://t.co/nDnpL01jzR to defend oppressed victims of law enforcement enforcing law",2
RT @no_talent_shan: Liberals don't know how to win because they're literally repulsed by the concept of building solidarity https://t.co/pc…,2
@CNN  some fear riots will harm city's image..What about the fear of,2
Really proud @OfficialNOI. Always at the frontlines w/ courage and integrity. http://t.co/FuY2w5YRhh  http://t.co/ntiM4oHWf3,2
@Grad2017_ The silly phrase  registers indifference to injustice,2
@InezBordeaux @pambesteder Maybe we should raise our children to obey the law.,2
crazy 2 me tht ppl can be so selfish N harm others but lash out in anger N resentment towards others tht harm their own.,2
"This is unity 
  http://t.co/z0iRWxcBpJ",2
@spyro260 but think of the trees..dont kill them they have feelings too,2
"1 bad apple does not mean all are spoiled
Innocent lives taken to revenge another innocent life does not justify anything!",2
When is @JerryBrownGov going to do something to protect taxpayers from these racist protestors violating civil rights?,2
@DanScavino @Denise7Berry @realDonaldTrump Respect and Appreciation are character traits of DT.,2
"""Injustice anywhere is injustice everywhere""🙏🙏🙏 http://t.co/5VIR057lPE",2
@MooseWinningham indeed! Justice and integrity essential to real people.@ExposeTPP : http://t.co/6Ihe2mqa07,2
How can any of these so-called  tell any  to hurt anyone?  and   https://t.co/QSwPDlwm8T,2
My heart to breaking as I pray for peace in Baltimore. God help us.,2
RT @zalfette: when you stop listening to someone talking and then they ask you a question and you're  just like http://t.co/UOFpx1kMoc,2
The Disgusting SCAM Behind  Brutally Exposed https://t.co/Cp7SaGKPgs,2
"@megynkelly @GriffJenkins watching thugs break laws,cause destruction over a lie",0
Don't forget that some children suffer to much.     http://t.co/J5gmnfijRT,2
"The LORD is watching everywhere, keeping his eye on both the evil and the good.  Proverbs 15:3 NLT",2
So... Minn PD officers walked out protesting the Lynx players who were effectively saying  Ok then.,0
"Ghafir, Verse 17
This day is each soul requited that which it hath earned; no wrong (is done) this day. Allah is swift at reckoning",2
It's a shame to see innocent  people disrespected and discrimination against after  They deserve respect.,2
RT @chrissyteigen: Ignorance without malice isn't something I can be offended by.,2
All respect to @thegame and @SnoopDogg,2
RT @NuraRabiu19: @muhddarazo @dawisu @amnesty @hrw @chairmannhrc @ihrc @kenroth This is a sheer display of inhumanity and tyranny,2
when straights stand up to oppression. Like  it's important to disguise discrimination with hypocrisy,2
@Jprobertson22 @Professor_Stro We need guns to defend ourselves and must follow our founding fathers,1
RT @Rosmoothe: For one they're very disrespectful to  family wishes they asked for peace on his burial day and that should've b…,2
Congress decides to get serious about tracking police shootings http://t.co/JAfoSxxaBj 👏👏    😃,2
"abuse was bred in a toxic mix of class, sexual and  bigotry | Lola Okolosie http://t.co/rKdkhfir7r",2
"@AdamHSays 
One Love Pray for our People. Unite Don't divide.",2
When we keep letting unrest go we get chaos sometimes it's useful but destruction and stupidity are not,2
https://t.co/zOEyveheMU,2
"@AveryNJesmer YES, systematic racism is an issue, a huge one. But ppl like me saying  want to help victims of many injustices",2
ALL humans must be able to live their lives w/o fear of harm from others,2
@FRANI20 @PennyDreadful81  answer2police brutality is 2do nothing.Apathetic,2
@MMFlint Liberal jerks like you with no regard for the sanctity of life encourage these murders by your actions.,2
ElizabethGraceWright ‏13 Jun Transform fundamental darkness into courage compassion  wisdom and vitality mp3 version http://t.co/rogMaoQGiY,2
RT @fhnactivities: Great job @FHNknightline at State Dance!  Beautiful performance! https://t.co/bjE4hBDtvF,2
https://t.co/3S5aS2f0Iq,0
Demanding justice for  thousands marched peacefully through  yesterday. http://t.co/zyTQ0HdmoH @BaltimoreBrew,2
"RT @AUC_DPA: Uganda  is finalising a transitional justice policy to address historical injustices, including human rights violations",2
"Surah Al-Insan, Verse 7:
(Because) they perform the vow and fear a day whereof the evil is wide-spreading,",2
@tiarrabanks1 An honor to have a fellow  supporter following me! http://t.co/Oj9j4qR8og,2
"@Just_a_Texan  -  , protector of the unborn ""I pledge allegiance to the flag""",2
"@garyrojas tweet away, we always appreciate your honestly ❤️❤️ please carry on 😊",2
"Respect All Religions, Respect Humanity -",2
...The country has made its choice and we must all respect that. This is the essence of democracy.,1
"@BernardKeane clearly  is doing her job well when the men that attack her gag health experts, detain kids, ignore cries out at sea.",2
You have more emotional strength held in reserve than people r... More for Pisces http://t.co/NF4ODBwIPh,2
"@zusty ""People trust drug ads more when they see doctors, so why don't we make our drug a doctor?!""",2
"To Jesus,   and frankly  even  Jesus values life b/c He created it.",2
"""I love the man who can smile in trouble, gather strength from distress and grow brave by reflection."" ~Thomas Paine",2
Beautiful show if love and respect,2
You're Nobody 'Till Somebody Kills You:   and the Problem of History  http://t.co/frAiPPoa5L via @blackvoices,2
@CecileRichards @HillaryClinton equal rights for the,2
"How often do you find yourself saying ""I'm not sure how this code *ever* worked""?",2
RT @Bipartisanism: What the  curfew looks like in white vs black neighborhoods.  http://t.co/IOIjx2utY6,2
"Resistance, rebellion and results: 

https://t.co/TX3Q81m00q

  https://t.co/cjwLW09Wa8",0
I'm so happy that I got my wisdom teeth pulled on the Weekend that there's a that so raven marathon on,2
Politics has no limitations in the great  nation. No social and  patriotic  boundary. They have no sympathy to avoid or accept adverse ways.,2
@lemonandherbst Faf is clearly the biggest cheat in world sport history.,2
You swear like I'm ungrateful omg.,2
"Oh @MartinOMalley, you gutless spineless Puke! Apologizing for saying  to the thin-skinned fascist losers at  Pathetic",2
https://t.co/Fl792FrHTG,2
So saddened by the  - May peace and love prevail and heal all affected 💚💙❤️💛💜 http://t.co/up4UZ07rsZ,2
bring justice,2
"@ltsFeminism Depends on what version of ""feminist"" that you mean second wave feminists are terrible. Gender equality people are the best",2
Why is equality a threat?,2
Watching everyone hurt each other and destroy their community is heartbreaking.,2
"It ill becomes us to invoke in our prayers the blessings of God, if we in turn will not practice compassion towards our fellow creatures.",2
RT @Oatmeal: I used to suffer from FOMO https://t.co/m2hVR4t9RE,2
Interesting proposition from someone who has been running on the bigotry and hatred and oppression platform. https://t.co/OPxN7Y0Vtp,2
All ordinary  have an amazing opportunity with Ummah Bayt-Al-Mal to empower all our Islamic Assets to oneness and prescribe,2
@FizzyCuteness exactly starts in our homes parents teaching to love and respect others,2
RT @janlovesword: Being merciful is contagious and spreads the fragrance of the Lamb (Who prayed that God would forgive His persecutors and…,2
